timestamp,bandpass EMG 0,bandpass EMG 1,bandpass EMG envelope 0,bandpass EMG envelope 1,elapsed Time (ms),button 0,button 1,raw EMG 0,raw EMG 1
1721862801,0.18,-0.19,0.08,0.08,876297,0,0,2.39,0.84
1721862801,0.11,0.28,0.08,0.08,876313,0,0,2.39,0.84
1721862801,0.06,0.27,0.08,0.08,876331,0,0,2.39,0.84
1721862801,0.03,0.18,0.08,0.08,876348,0,0,2.39,-0.16
1721862801,0.02,-0.28,0.08,0.08,876366,0,0,2.39,-0.16
1721862801,0.01,-0.27,0.08,0.08,876383,0,0,2.39,-1.16
1721862801,0.01,-0.58,0.08,0.08,876400,0,0,2.39,-0.16
1721862801,0,-0.06,0.08,0.08,876418,0,0,2.39,-0.16
1721862801,0,0.05,0.08,0.08,876434,0,0,2.39,-0.16
1721862801,-0.39,0.05,0.08,0.08,876452,0,0,1.39,-1.16
1721862801,-0.34,-0.36,0.08,0.08,876469,0,0,1.39,-3.16
1721862801,-0.22,-1.1,0.07,0.08,876486,0,0,1.39,-1.16
1721862801,0.26,-0.1,0.07,0.08,876504,0,0,2.39,-1.16
1721862801,0.26,0.1,0.07,0.08,876521,0,0,2.39,0.84
1721862801,0.18,0.89,0.07,0.08,876539,0,0,2.39,1.84
1721862801,0.11,1.14,0.07,0.08,876556,0,0,2.39,1.84
1721862801,-0.33,0.83,0.07,0.08,876572,0,0,1.39,1.84
1721862801,-0.3,0.52,0.07,0.09,876590,0,0,1.39,0.84
1721862801,-0.6,-0.08,0.07,0.09,876607,0,0,0.39,0.84
1721862801,-0.85,-0.16,0.07,0.09,876625,0,0,-0.61,-0.16
1721862801,-0.63,-0.52,0.07,0.09,876642,0,0,-0.61,0.84
1721862801,-0.4,-0.02,0.07,0.09,876659,0,0,-0.61,-0.16
1721862801,-0.63,-0.33,0.07,0.09,876677,0,0,-1.61,-0.16
1721862801,-0.48,-0.28,0.07,0.1,876695,0,0,-1.61,-0.16
1721862801,-0.3,-0.18,0.07,0.1,876713,0,0,-1.61,-0.16
1721862801,-0.18,-0.11,0.08,0.1,876730,0,0,-1.61,-0.16
1721862801,-0.1,-0.06,0.08,0.1,876748,0,0,-1.61,-0.16
1721862801,-0.06,-0.04,0.08,0.09,876765,0,0,-1.61,-0.16
1721862801,-0.03,-0.02,0.08,0.09,876782,0,0,-1.61,-0.16
1721862801,0.37,-0.01,0.08,0.09,876800,0,0,-0.61,-0.16
1721862801,0.33,-0.01,0.08,0.09,876817,0,0,-0.61,-0.16
1721862801,0.22,0,0.08,0.09,876835,0,0,-0.61,-1.16
1721862801,0.13,-0.4,0.08,0.09,876852,0,0,-0.61,-0.16
1721862801,0.08,0.05,0.08,0.08,876869,0,0,-0.61,-0.16
1721862801,0.04,0.11,0.08,0.08,876887,0,0,-0.61,-1.16
1721862801,0.03,-0.31,0.08,0.08,876904,0,0,-0.61,-0.16
1721862801,0.01,0.11,0.08,0.08,876922,0,0,-0.61,-1.16
1721862801,0.01,-0.25,0.08,0.08,876939,0,0,-0.61,-0.16
1721862801,0,0.16,0.08,0.08,876956,0,0,-0.61,-0.16
1721862801,0.4,0.18,0.07,0.08,876974,0,0,0.39,-0.16
1721862801,0.34,0.13,0.07,0.08,876991,0,0,0.39,0.84
1721862801,0.22,0.47,0.07,0.07,877008,0,0,0.39,0.84
1721862801,0.14,0.38,0.07,0.07,877025,0,0,0.39,-0.16
1721862801,0.08,-0.14,0.07,0.07,877042,0,0,0.39,-0.16
1721862801,0.05,-0.19,0.07,0.07,877060,0,0,0.39,-0.16
1721862801,0.03,-0.14,0.07,0.07,877077,0,0,0.39,0.84
1721862801,0.01,0.31,0.07,0.07,877095,0,0,0.39,-0.16
1721862801,0.01,-0.11,0.06,0.07,877112,0,0,0.39,-0.16
1721862801,0,-0.14,0.06,0.07,877129,0,0,0.39,-0.16
1721862801,-0.39,-0.1,0.06,0.07,877147,0,0,-0.61,-0.16
1721862801,-0.34,-0.07,0.06,0.07,877164,0,0,-0.61,-1.16
1721862801,-0.22,-0.43,0.06,0.07,877182,0,0,-0.61,-1.16
1721862801,-0.14,-0.36,0.06,0.07,877199,0,0,-0.61,-0.16
